=== SimAI htsim Backend ===
Topology: fattree
GPUs: 128
Link speed: 100000 Mbps
DP/TP/PP/EP: 1/8/2/8
GPUs per server: 8
Iterations: 5
Workload: /home/weihaoni/BTB-NCCL/SimAI/aicb/results/workload/DeepSeek-671B-world_size128-tp8-pp2-ep8-bs1-seq2048-prefill.txt
Expert hotspot: topk=8 skew=1.5 seed=42 volatility=4
==========================
[htsim] Machines: 16 FatTree K=4 FatTree nodes: 16
Building 1:1 Fat Tree with 16 nodes (k=4)
Link speed: 800000 Mbps
[htsim] FatTree topology created (full BW: 800000 Mbps)
[htsim] NVSwitch nodes: 16 (IDs: 128 to 143)
The final active chunks per dimension 1 after allocating to queues is: 1
ring of node 0, id: 0 dimension: local total nodes in ring: 128 index in ring: 0 offset: 1total nodes in ring: 128
ring of node 0, id: 0 dimension: local total nodes in ring: 128 index in ring: 0 offset: 1total nodes in ring: 128
ring of node 0, id: 0 dimension: local total nodes in ring: 128 index in ring: 0 offset: 1total nodes in ring: 128
ring of node 0, id: 0 dimension: local total nodes in ring: 128 index in ring: 0 offset: 1total nodes in ring: 128
total nodes: 128
Success in opening workload file
model_parallel_NPU_group is 8
checkpoints layers are: 
layers initiating fwd_in_bckwd are: 
ring of node 0, id: 0 dimension: local total nodes in ring: 8 index in ring: 0 offset: 1total nodes in ring: 8
ring of node 0, id: 0 dimension: local total nodes in ring: 16 index in ring: 0 offset: 8total nodes in ring: 16
ring of node 0, id: 0 dimension: local total nodes in ring: 8 index in ring: 0 offset: 1total nodes in ring: 8
ring of node 0, id: 0 dimension: local total nodes in ring: 16 index in ring: 0 offset: 8total nodes in ring: 16
ring of node 0, id: 0 dimension: local total nodes in ring: 8 index in ring: 0 offset: 1total nodes in ring: 8
ring of node 0, id: 0 dimension: local total nodes in ring: 16 index in ring: 0 offset: 8total nodes in ring: 16
ring of node 0, id: 0 dimension: local total nodes in ring: 8 index in ring: 0 offset: 1total nodes in ring: 8
ring of node 0, id: 0 dimension: local total nodes in ring: 16 index in ring: 0 offset: 8total nodes in ring: 16
pp_commize:29360128
id: attention_layer , depen: -1 , wg_comp_time: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 15138816 , size is: 15138816 , layer_num is: 104 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=15138816
[DBG] got queue 0
[DBG] phase created, final_data_size=15138816
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 105 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 106 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 15138816 , size is: 15138816 , layer_num is: 108 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=15138816
[DBG] got queue 0
[DBG] phase created, final_data_size=15138816
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 109 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 110 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 15138816 , size is: 15138816 , layer_num is: 112 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=15138816
[DBG] got queue 0
[DBG] phase created, final_data_size=15138816
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 113 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 114 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 15138816 , size is: 15138816 , layer_num is: 116 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=15138816
[DBG] got queue 0
[DBG] phase created, final_data_size=15138816
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 117 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 118 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 15138816 , size is: 15138816 , layer_num is: 120 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=15138816
[DBG] got queue 0
[DBG] phase created, final_data_size=15138816
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 121 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 122 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 15138816 , size is: 15138816 , layer_num is: 124 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=15138816
[DBG] got queue 0
[DBG] phase created, final_data_size=15138816
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 125 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 126 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 15138816 , size is: 15138816 , layer_num is: 128 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=15138816
[DBG] got queue 0
[DBG] phase created, final_data_size=15138816
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 129 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 130 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 15138816 , size is: 15138816 , layer_num is: 132 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=15138816
[DBG] got queue 0
[DBG] phase created, final_data_size=15138816
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 133 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 134 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 15138816 , size is: 15138816 , layer_num is: 136 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=15138816
[DBG] got queue 0
[DBG] phase created, final_data_size=15138816
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 137 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 138 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 15138816 , size is: 15138816 , layer_num is: 140 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=15138816
[DBG] got queue 0
[DBG] phase created, final_data_size=15138816
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 141 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 142 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 15138816 , size is: 15138816 , layer_num is: 144 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=15138816
[DBG] got queue 0
[DBG] phase created, final_data_size=15138816
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 145 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 146 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 15138816 , size is: 15138816 , layer_num is: 148 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=15138816
[DBG] got queue 0
[DBG] phase created, final_data_size=15138816
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 149 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 150 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 15138816 , size is: 15138816 , layer_num is: 152 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=15138816
[DBG] got queue 0
[DBG] phase created, final_data_size=15138816
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 153 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 154 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 15138816 , size is: 15138816 , layer_num is: 156 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=15138816
[DBG] got queue 0
[DBG] phase created, final_data_size=15138816
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 157 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 158 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 15138816 , size is: 15138816 , layer_num is: 160 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=15138816
[DBG] got queue 0
[DBG] phase created, final_data_size=15138816
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 161 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 162 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 15138816 , size is: 15138816 , layer_num is: 164 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=15138816
[DBG] got queue 0
[DBG] phase created, final_data_size=15138816
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 165 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 166 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 15138816 , size is: 15138816 , layer_num is: 168 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=15138816
[DBG] got queue 0
[DBG] phase created, final_data_size=15138816
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 169 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 170 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 15138816 , size is: 15138816 , layer_num is: 172 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=15138816
[DBG] got queue 0
[DBG] phase created, final_data_size=15138816
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 173 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 174 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 15138816 , size is: 15138816 , layer_num is: 176 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=15138816
[DBG] got queue 0
[DBG] phase created, final_data_size=15138816
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 177 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 178 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 15138816 , size is: 15138816 , layer_num is: 180 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=15138816
[DBG] got queue 0
[DBG] phase created, final_data_size=15138816
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 181 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 182 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: attention_layer is finished************
info: no forward pass collective for layer: shared_experts
chunk size is: 15138816 , size is: 15138816 , layer_num is: 184 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=15138816
[DBG] got queue 0
[DBG] phase created, final_data_size=15138816
info: all-to-all forward pass collective issued for layer: moe_route, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_route is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 185 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=4 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-to-all forward pass collective issued for layer: moe_expert, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
***** info: fwd pass comm collective for layer: moe_expert is finished************
chunk size is: 29360128 , size is: 29360128 , layer_num is: 186 , node: 0
[DBG] gen_collective dim=0 nodes_in_dim=8 collective_type=3 chunk=29360128
[DBG] got queue 0
[DBG] phase created, final_data_size=29360128
info: all-reduce forward pass collective issued for layer: attention_layer, involved dimensions:  1, 0, 0, 0, 0, 0, 0, 0, 0, 0,
